date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
27-10-2022,27-10-2022,10:14,0.06,41400,41364.35,102.3,116.05,2022-10-27 10:18:00,136.3,144.7,2022-10-27 10:15:00,-22.149999999999977,,-22.149999999999977
03-11-2022,03-11-2022,10:14,0.06,41400,41337.6,137.05,149.15,2022-11-03 10:27:00,162.05,173.3,2022-11-03 10:21:00,-23.349999999999994,,-23.349999999999994
10-11-2022,10-11-2022,10:14,0.06,41600,41539.85,66.8,73.95,2022-11-10 10:20:00,128.3,136.85,2022-11-10 10:31:00,-15.699999999999989,,-15.699999999999989
17-11-2022,17-11-2022,10:14,0.06,42500,42467.7,73.5,79.2,2022-11-17 10:15:00,116.25,133.8,2022-11-17 11:28:00,-23.250000000000014,,-23.250000000000014
24-11-2022,24-11-2022,10:14,0.06,43000,42918.85,42.95,46.95,2022-11-24 10:47:00,127.75,139.2,2022-11-24 13:23:00,-15.449999999999989,,-15.449999999999989
01-12-2022,01-12-2022,10:14,0.06,43400,43378.2,74.65,82.5,2022-12-01 10:28:00,88.8,99.4,2022-12-01 10:18:00,-18.450000000000003,,-18.450000000000003
08-12-2022,08-12-2022,10:14,0.06,43400,43363.95,80.6,86.95,2022-12-08 10:27:00,120.65,129.45,2022-12-08 10:22:00,-15.149999999999991,,-15.149999999999991
15-12-2022,15-12-2022,10:14,0.06,44100,44034.5,52.15,56.8,2022-12-15 10:18:00,118.1,125.5,2022-12-15 11:25:00,-12.050000000000004,,-12.050000000000004
22-12-2022,22-12-2022,10:14,0.06,42600,42518.1,99.2,111.1,2022-12-22 10:16:00,252.95,268.75,2022-12-22 10:31:00,-27.700000000000003,,-27.700000000000003
29-12-2022,29-12-2022,10:14,0.06,42600,42527.9,77.8,82.5,2022-12-29 10:17:00,151.85,163.05,2022-12-29 10:20:00,-15.90000000000002,,-15.90000000000002
05-01-2023,05-01-2023,10:14,0.06,42900,42801.15,124.6,0.2,2023-01-05 15:20:00,159.25,181.9,2023-01-05 10:20:00,101.74999999999999,101.74999999999999,
12-01-2023,12-01-2023,10:14,0.06,42200,42123.35,117.55,0.35,2023-01-12 15:20:00,178.7,206.1,2023-01-12 10:15:00,89.8,89.8,
19-01-2023,19-01-2023,10:14,0.06,42400,42368.05,102.15,109.5,2023-01-19 10:21:00,152.85,169.6,2023-01-19 11:22:00,-24.099999999999994,,-24.099999999999994
25-01-2023,25-01-2023,10:14,0.06,42100,42071.95,137.85,146.3,2023-01-25 10:18:00,152.55,167.6,2023-01-25 10:26:00,-23.5,,-23.5
25-01-2023,25-01-2023,10:14,0.06,42100,42071.95,137.85,146.3,2023-01-25 10:18:00,152.55,167.6,2023-01-25 10:26:00,-23.5,,-23.5
02-02-2023,02-02-2023,10:14,0.06,40400,40384.3,238.3,252.75,2023-02-02 10:16:00,257.7,273.7,2023-02-02 10:22:00,-30.44999999999999,,-30.44999999999999
09-02-2023,09-02-2023,10:14,0.06,41400,41389.75,124.85,151.6,2023-02-09 13:49:00,123.7,135.85,2023-02-09 10:16:00,-38.89999999999999,,-38.89999999999999
16-02-2023,16-02-2023,10:14,0.06,41900,41863.15,82.7,88.1,2023-02-16 10:47:00,116.35,125.85,2023-02-16 10:20:00,-14.899999999999991,,-14.899999999999991
23-02-2023,23-02-2023,10:14,0.06,40100,40019.5,112.7,133.8,2023-02-23 10:17:00,175.0,197.65,2023-02-23 10:52:00,-43.750000000000014,,-43.750000000000014
02-03-2023,02-03-2023,10:14,0.06,40700,40672.6,71.85,76.3,2023-03-02 10:37:00,143.45,154.95,2023-03-02 10:20:00,-15.950000000000003,,-15.950000000000003
09-03-2023,09-03-2023,10:14,0.06,41500,41457.6,72.75,83.85,2023-03-09 10:22:00,112.25,122.35,2023-03-09 13:42:00,-21.19999999999999,,-21.19999999999999
16-03-2023,16-03-2023,10:14,0.06,38700,38659.45,144.45,166.3,2023-03-16 10:16:00,167.1,0.1,2023-03-16 15:20:00,145.14999999999998,145.14999999999998,
23-03-2023,23-03-2023,10:14,0.06,40000,39985.6,140.8,154.0,2023-03-23 10:16:00,130.6,138.5,2023-03-23 10:53:00,-21.099999999999994,,-21.099999999999994
29-03-2023,29-03-2023,10:14,0.06,39800,39722.9,76.65,86.85,2023-03-29 10:22:00,160.45,0.25,2023-03-29 15:20:00,150.0,150.0,
29-03-2023,29-03-2023,10:14,0.06,39800,39722.9,76.65,86.85,2023-03-29 10:22:00,160.45,0.25,2023-03-29 15:20:00,150.0,150.0,
06-04-2023,06-04-2023,10:14,0.06,41200,41106.6,88.5,96.8,2023-04-06 10:54:00,153.5,178.05,2023-04-06 10:23:00,-32.85000000000001,,-32.85000000000001
06-04-2023,06-04-2023,10:14,0.06,41200,41106.6,88.5,96.8,2023-04-06 10:54:00,153.5,178.05,2023-04-06 10:23:00,-32.85000000000001,,-32.85000000000001
13-04-2023,13-04-2023,10:14,0.06,41800,41710.6,51.95,58.85,2023-04-13 10:15:00,160.85,171.15,2023-04-13 10:48:00,-17.20000000000001,,-17.20000000000001
13-04-2023,13-04-2023,10:14,0.06,41800,41710.6,51.95,58.85,2023-04-13 10:15:00,160.85,171.15,2023-04-13 10:48:00,-17.20000000000001,,-17.20000000000001
20-04-2023,20-04-2023,10:14,0.06,42400,42308.3,54.35,59.45,2023-04-20 10:15:00,172.55,191.0,2023-04-20 10:29:00,-23.54999999999999,,-23.54999999999999
27-04-2023,27-04-2023,10:14,0.06,42900,42844.35,73.55,83.3,2023-04-27 10:20:00,149.4,160.4,2023-04-27 10:15:00,-20.75,,-20.75
04-05-2023,04-05-2023,10:14,0.06,43300,43296.15,99.35,108.5,2023-05-04 10:25:00,89.85,0.25,2023-05-04 15:20:00,80.44999999999999,80.44999999999999,
11-05-2023,11-05-2023,10:14,0.06,43600,43589.9,104.0,118.35,2023-05-11 10:44:00,116.6,129.65,2023-05-11 10:20:00,-27.400000000000006,,-27.400000000000006
18-05-2023,18-05-2023,10:14,0.06,43900,43897.05,110.35,117.3,2023-05-18 10:17:00,91.6,97.65,2023-05-18 10:27:00,-13.000000000000014,,-13.000000000000014
25-05-2023,25-05-2023,10:14,0.06,43600,43556.7,81.9,91.1,2023-05-25 14:56:00,123.65,136.45,2023-05-25 10:18:00,-21.99999999999997,,-21.99999999999997
01-06-2023,01-06-2023,10:14,0.06,44100,44070.4,89.0,99.35,2023-06-01 10:20:00,111.15,118.25,2023-06-01 13:54:00,-17.44999999999999,,-17.44999999999999
08-06-2023,08-06-2023,10:14,0.06,44500,44405.5,61.25,66.95,2023-06-08 10:16:00,165.5,178.75,2023-06-08 11:50:00,-18.950000000000003,,-18.950000000000003
15-06-2023,15-06-2023,10:14,0.06,44000,43905.1,57.35,61.7,2023-06-15 10:16:00,138.0,149.55,2023-06-15 11:09:00,-15.900000000000013,,-15.900000000000013
22-06-2023,22-06-2023,10:14,0.06,44000,43919.6,58.95,73.3,2023-06-22 10:26:00,153.05,168.45,2023-06-22 10:17:00,-29.74999999999997,,-29.74999999999997
01-09-2022,01-09-2022,10:14,0.07,39700,39618.3,147.05,160.35,2022-09-01 10:15:00,239.55,264.95,2022-09-01 10:20:00,-38.69999999999996,,-38.69999999999996
08-09-2022,08-09-2022,10:14,0.07,40000,39932.3,111.05,119.8,2022-09-08 10:15:00,181.9,194.8,2022-09-08 10:44:00,-21.650000000000006,,-21.650000000000006
15-09-2022,15-09-2022,10:14,0.07,41400,41393.25,241.45,260.7,2022-09-15 10:15:00,182.25,200.25,2022-09-15 10:27:00,-37.25,,-37.25
22-09-2022,22-09-2022,10:14,0.07,40900,40890.8,168.2,0.2,2022-09-22 15:20:00,187.65,203.05,2022-09-22 10:15:00,152.6,152.6,
29-09-2022,29-09-2022,10:14,0.07,38100,38051.55,156.75,0.15,2022-09-29 15:20:00,189.9,204.15,2022-09-29 10:19:00,142.35,142.35,
06-10-2022,06-10-2022,10:14,0.07,39500,39475.45,118.25,126.55,2022-10-06 10:15:00,176.3,192.7,2022-10-06 10:35:00,-24.699999999999974,,-24.699999999999974
13-10-2022,13-10-2022,10:14,0.07,38900,38826.65,107.8,119.25,2022-10-13 10:19:00,229.3,258.1,2022-10-13 10:24:00,-40.250000000000014,,-40.250000000000014
20-10-2022,20-10-2022,10:14,0.07,40000,39983.55,156.3,106.5,2022-10-20 15:20:00,106.05,122.4,2022-10-20 10:25:00,33.45,33.45,
27-10-2022,27-10-2022,10:14,0.07,41400,41364.35,102.3,116.05,2022-10-27 10:18:00,136.3,159.95,2022-10-27 10:36:00,-37.39999999999998,,-37.39999999999998
03-11-2022,03-11-2022,10:14,0.07,41400,41337.6,137.05,149.15,2022-11-03 10:27:00,162.05,176.5,2022-11-03 10:45:00,-26.549999999999983,,-26.549999999999983
10-11-2022,10-11-2022,10:14,0.07,41600,41539.85,66.8,73.95,2022-11-10 10:20:00,128.3,146.05,2022-11-10 10:32:00,-24.900000000000006,,-24.900000000000006
17-11-2022,17-11-2022,10:14,0.07,42500,42467.7,73.5,79.2,2022-11-17 10:15:00,116.25,133.8,2022-11-17 11:28:00,-23.250000000000014,,-23.250000000000014
24-11-2022,24-11-2022,10:14,0.07,43000,42918.85,42.95,46.95,2022-11-24 10:47:00,127.75,139.2,2022-11-24 13:23:00,-15.449999999999989,,-15.449999999999989
01-12-2022,01-12-2022,10:14,0.07,43400,43378.2,74.65,82.5,2022-12-01 10:28:00,88.8,99.4,2022-12-01 10:18:00,-18.450000000000003,,-18.450000000000003
08-12-2022,08-12-2022,10:14,0.07,43400,43363.95,80.6,86.95,2022-12-08 10:27:00,120.65,129.45,2022-12-08 10:22:00,-15.149999999999991,,-15.149999999999991
15-12-2022,15-12-2022,10:14,0.07,44100,44034.5,52.15,56.8,2022-12-15 10:18:00,118.1,129.55,2022-12-15 11:28:00,-16.100000000000016,,-16.100000000000016
22-12-2022,22-12-2022,10:14,0.07,42600,42518.1,99.2,111.1,2022-12-22 10:16:00,252.95,276.55,2022-12-22 11:04:00,-35.500000000000014,,-35.500000000000014
29-12-2022,29-12-2022,10:14,0.07,42600,42527.9,77.8,84.55,2022-12-29 10:25:00,151.85,163.05,2022-12-29 10:20:00,-17.950000000000017,,-17.950000000000017
05-01-2023,05-01-2023,10:14,0.07,42900,42801.15,124.6,0.2,2023-01-05 15:20:00,159.25,181.9,2023-01-05 10:20:00,101.74999999999999,101.74999999999999,
12-01-2023,12-01-2023,10:14,0.07,42200,42123.35,117.55,0.35,2023-01-12 15:20:00,178.7,206.1,2023-01-12 10:15:00,89.8,89.8,
19-01-2023,19-01-2023,10:14,0.07,42400,42368.05,102.15,109.5,2023-01-19 10:21:00,152.85,169.6,2023-01-19 11:22:00,-24.099999999999994,,-24.099999999999994
25-01-2023,25-01-2023,10:14,0.07,42100,42071.95,137.85,0.2,2023-01-25 15:20:00,152.55,167.6,2023-01-25 10:26:00,122.60000000000002,122.60000000000002,
25-01-2023,25-01-2023,10:14,0.07,42100,42071.95,137.85,0.2,2023-01-25 15:20:00,152.55,167.6,2023-01-25 10:26:00,122.60000000000002,122.60000000000002,
02-02-2023,02-02-2023,10:14,0.07,40400,40384.3,238.3,278.8,2023-02-02 10:17:00,257.7,292.55,2023-02-02 10:26:00,-75.35000000000002,,-75.35000000000002
09-02-2023,09-02-2023,10:14,0.07,41400,41389.75,124.85,151.6,2023-02-09 13:49:00,123.7,135.85,2023-02-09 10:16:00,-38.89999999999999,,-38.89999999999999
16-02-2023,16-02-2023,10:14,0.07,41900,41863.15,82.7,89.65,2023-02-16 10:51:00,116.35,125.85,2023-02-16 10:20:00,-16.450000000000003,,-16.450000000000003
23-02-2023,23-02-2023,10:14,0.07,40100,40019.5,112.7,133.8,2023-02-23 10:17:00,175.0,197.65,2023-02-23 10:52:00,-43.750000000000014,,-43.750000000000014
02-03-2023,02-03-2023,10:14,0.07,40700,40672.6,71.85,79.35,2023-03-02 10:38:00,143.45,154.95,2023-03-02 10:20:00,-19.0,,-19.0
09-03-2023,09-03-2023,10:14,0.07,41500,41457.6,72.75,83.85,2023-03-09 10:22:00,112.25,122.35,2023-03-09 13:42:00,-21.19999999999999,,-21.19999999999999
16-03-2023,16-03-2023,10:14,0.07,38700,38659.45,144.45,166.3,2023-03-16 10:16:00,167.1,0.1,2023-03-16 15:20:00,145.14999999999998,145.14999999999998,
23-03-2023,23-03-2023,10:14,0.07,40000,39985.6,140.8,154.0,2023-03-23 10:16:00,130.6,140.6,2023-03-23 11:08:00,-23.19999999999999,,-23.19999999999999
29-03-2023,29-03-2023,10:14,0.07,39800,39722.9,76.65,86.85,2023-03-29 10:22:00,160.45,0.25,2023-03-29 15:20:00,150.0,150.0,
29-03-2023,29-03-2023,10:14,0.07,39800,39722.9,76.65,86.85,2023-03-29 10:22:00,160.45,0.25,2023-03-29 15:20:00,150.0,150.0,
06-04-2023,06-04-2023,10:14,0.07,41200,41106.6,88.5,96.8,2023-04-06 10:54:00,153.5,178.05,2023-04-06 10:23:00,-32.85000000000001,,-32.85000000000001
06-04-2023,06-04-2023,10:14,0.07,41200,41106.6,88.5,96.8,2023-04-06 10:54:00,153.5,178.05,2023-04-06 10:23:00,-32.85000000000001,,-32.85000000000001
13-04-2023,13-04-2023,10:14,0.07,41800,41710.6,51.95,58.85,2023-04-13 10:15:00,160.85,176.7,2023-04-13 10:49:00,-22.749999999999993,,-22.749999999999993
13-04-2023,13-04-2023,10:14,0.07,41800,41710.6,51.95,58.85,2023-04-13 10:15:00,160.85,176.7,2023-04-13 10:49:00,-22.749999999999993,,-22.749999999999993
20-04-2023,20-04-2023,10:14,0.07,42400,42308.3,54.35,59.45,2023-04-20 10:15:00,172.55,191.0,2023-04-20 10:29:00,-23.54999999999999,,-23.54999999999999
27-04-2023,27-04-2023,10:14,0.07,42900,42844.35,73.55,83.3,2023-04-27 10:20:00,149.4,160.4,2023-04-27 10:15:00,-20.75,,-20.75
04-05-2023,04-05-2023,10:14,0.07,43300,43296.15,99.35,108.5,2023-05-04 10:25:00,89.85,0.25,2023-05-04 15:20:00,80.44999999999999,80.44999999999999,
11-05-2023,11-05-2023,10:14,0.07,43600,43589.9,104.0,118.35,2023-05-11 10:44:00,116.6,129.65,2023-05-11 10:20:00,-27.400000000000006,,-27.400000000000006
18-05-2023,18-05-2023,10:14,0.07,43900,43897.05,110.35,118.6,2023-05-18 10:18:00,91.6,113.3,2023-05-18 13:45:00,-29.950000000000003,,-29.950000000000003
25-05-2023,25-05-2023,10:14,0.07,43600,43556.7,81.9,91.1,2023-05-25 14:56:00,123.65,136.45,2023-05-25 10:18:00,-21.99999999999997,,-21.99999999999997
01-06-2023,01-06-2023,10:14,0.07,44100,44070.4,89.0,99.35,2023-06-01 10:20:00,111.15,128.9,2023-06-01 14:12:00,-28.099999999999994,,-28.099999999999994
08-06-2023,08-06-2023,10:14,0.07,44500,44405.5,61.25,66.95,2023-06-08 10:16:00,165.5,178.75,2023-06-08 11:50:00,-18.950000000000003,,-18.950000000000003
15-06-2023,15-06-2023,10:14,0.07,44000,43905.1,57.35,61.7,2023-06-15 10:16:00,138.0,149.55,2023-06-15 11:09:00,-15.900000000000013,,-15.900000000000013
22-06-2023,22-06-2023,10:14,0.07,44000,43919.6,58.95,73.3,2023-06-22 10:26:00,153.05,168.45,2023-06-22 10:17:00,-29.74999999999997,,-29.74999999999997
01-09-2022,01-09-2022,10:14,0.08,39700,39618.3,147.05,160.35,2022-09-01 10:15:00,239.55,264.95,2022-09-01 10:20:00,-38.69999999999996,,-38.69999999999996
08-09-2022,08-09-2022,10:14,0.08,40000,39932.3,111.05,134.95,2022-09-08 10:16:00,181.9,207.95,2022-09-08 10:45:00,-49.949999999999974,,-49.949999999999974
15-09-2022,15-09-2022,10:14,0.08,41400,41393.25,241.45,266.7,2022-09-15 10:16:00,182.25,200.25,2022-09-15 10:27:00,-43.25,,-43.25
22-09-2022,22-09-2022,10:14,0.08,40900,40890.8,168.2,0.2,2022-09-22 15:20:00,187.65,203.05,2022-09-22 10:15:00,152.6,152.6,
29-09-2022,29-09-2022,10:14,0.08,38100,38051.55,156.75,0.15,2022-09-29 15:20:00,189.9,205.6,2022-09-29 10:20:00,140.9,140.9,
06-10-2022,06-10-2022,10:14,0.08,39500,39475.45,118.25,157.8,2022-10-06 12:50:00,176.3,192.7,2022-10-06 10:35:00,-55.94999999999999,,-55.94999999999999
13-10-2022,13-10-2022,10:14,0.08,38900,38826.65,107.8,119.25,2022-10-13 10:19:00,229.3,258.1,2022-10-13 10:24:00,-40.250000000000014,,-40.250000000000014
20-10-2022,20-10-2022,10:14,0.08,40000,39983.55,156.3,106.5,2022-10-20 15:20:00,106.05,122.4,2022-10-20 10:25:00,33.45,33.45,
27-10-2022,27-10-2022,10:14,0.08,41400,41364.35,102.3,116.05,2022-10-27 10:18:00,136.3,159.95,2022-10-27 10:36:00,-37.39999999999998,,-37.39999999999998
03-11-2022,03-11-2022,10:14,0.08,41400,41337.6,137.05,149.15,2022-11-03 10:27:00,162.05,176.5,2022-11-03 10:45:00,-26.549999999999983,,-26.549999999999983
10-11-2022,10-11-2022,10:14,0.08,41600,41539.85,66.8,73.95,2022-11-10 10:20:00,128.3,146.05,2022-11-10 10:32:00,-24.900000000000006,,-24.900000000000006
17-11-2022,17-11-2022,10:14,0.08,42500,42467.7,73.5,80.75,2022-11-17 10:16:00,116.25,133.8,2022-11-17 11:28:00,-24.80000000000001,,-24.80000000000001
24-11-2022,24-11-2022,10:14,0.08,43000,42918.85,42.95,46.95,2022-11-24 10:47:00,127.75,139.2,2022-11-24 13:23:00,-15.449999999999989,,-15.449999999999989
01-12-2022,01-12-2022,10:14,0.08,43400,43378.2,74.65,82.5,2022-12-01 10:28:00,88.8,99.4,2022-12-01 10:18:00,-18.450000000000003,,-18.450000000000003
